20170201 071500;1.264130;1.264280;1.264090;1.264270;0
20170201 071600;1.264280;1.264310;1.264090;1.264200;0
20170201 071700;1.264200;1.264320;1.264190;1.264300;0
20170201 071800;1.264280;1.264280;1.263910;1.264110;0
20170201 071900;1.264100;1.264450;1.264050;1.264400;0
20170201 072000;1.264330;1.264500;1.264210;1.264340;0
20170201 072100;1.264360;1.264400;1.264350;1.264380;0
20170201 072200;1.264370;1.264530;1.264370;1.264370;0
20170201 072300;1.264400;1.264400;1.264110;1.264320;0
20170201 072400;1.264320;1.264360;1.264190;1.264190;0
20170201 072500;1.264190;1.264190;1.264010;1.264100;0
20170201 072600;1.264100;1.264130;1.263920;1.263980;0
20170201 072700;1.264020;1.264020;1.263880;1.263880;0
20170201 072800;1.263880;1.263910;1.263480;1.263510;0
20170201 072900;1.263510;1.264100;1.263510;1.264000;0
20170201 073000;1.264010;1.264190;1.263910;1.263910;0
20170201 073100;1.263900;1.264070;1.263790;1.264040;0
20170201 073200;1.264050;1.264170;1.264050;1.264110;0
20170201 073300;1.264100;1.264380;1.264100;1.264360;0
20170201 073400;1.264370;1.264440;1.264000;1.264000;0
20170201 073500;1.264010;1.264050;1.263990;1.264000;0
20170201 073600;1.263980;1.264030;1.263980;1.264010;0
20170201 073700;1.263990;1.263990;1.263590;1.263630;0
20170201 073800;1.263650;1.263700;1.263480;1.263520;0
20170201 073900;1.263540;1.263600;1.263390;1.263490;0
20170201 074000;1.263470;1.263650;1.263300;1.263300;0
20170201 074100;1.263300;1.263320;1.263110;1.263150;0
20170201 074200;1.263130;1.263310;1.263090;1.263290;0
20170201 074300;1.263280;1.263460;1.262770;1.263130;0
20170201 074400;1.263110;1.263290;1.262960;1.263280;0
20170201 074500;1.263260;1.263390;1.263170;1.263340;0
20170201 074600;1.263340;1.263490;1.263320;1.263320;0
20170201 074700;1.263330;1.263370;1.263300;1.263320;0
20170201 074800;1.263300;1.263340;1.263100;1.263200;0
20170201 074900;1.263220;1.263280;1.263130;1.263210;0
20170201 075000;1.263370;1.263510;1.263370;1.263410;0
20170201 075100;1.263400;1.263480;1.263380;1.263410;0
20170201 075200;1.263410;1.263490;1.263260;1.263280;0
20170201 075300;1.263260;1.263260;1.263060;1.263080;0
20170201 075400;1.263080;1.263080;1.262600;1.262770;0
20170201 075500;1.262750;1.262790;1.262540;1.262610;0
20170201 075600;1.262600;1.262600;1.262310;1.262390;0
20170201 075700;1.262380;1.262710;1.262380;1.262620;0
20170201 075800;1.262620;1.262620;1.262510;1.262520;0
20170201 075900;1.262500;1.262500;1.262330;1.262330;0
20170201 080000;1.262310;1.262380;1.262070;1.262100;0
20170201 080100;1.262100;1.262300;1.261810;1.262290;0
