Time,Min,Max
20170106 053000,"1,23813","1,23813"
20170106 053100,"1,23798","1,23815"
20170106 053200,"1,23811","1,23813"
20170106 053300,"1,23793","1,238"
20170106 053400,"1,23791","1,23793"
20170106 053500,"1,23777","1,2378"
20170106 053600,"1,23779","1,23782"
20170106 053700,"1,23783","1,23803"
20170106 053800,"1,23801","1,2381"
20170106 053900,"1,23805","1,23811"
20170106 054000,"1,23801","1,23811"
20170106 054100,"1,23809","1,23811"
20170106 054200,"1,2381","1,23811"
20170106 054300,"1,2381","1,23821"
20170106 054400,"1,23821","1,23842"
20170106 054500,"1,2384","1,23851"
20170106 054600,"1,23841","1,23844"
20170106 054700,"1,23843","1,23851"
20170106 054800,"1,23851","1,23851"
20170106 054900,"1,23822","1,2385"
20170106 055000,"1,23808","1,2381"
20170106 055100,"1,23808","1,2383"
20170106 055200,"1,2383","1,2383"
20170106 055300,"1,2379","1,238"
20170106 055400,"1,23781","1,23804"
20170106 055500,"1,23803","1,23809"
20170106 055600,"1,23798","1,23798"
20170106 055700,"1,23741","1,23741"
20170106 055800,"1,237","1,2372"
20170106 055900,"1,23709","1,23729"
20170106 060000,"1,23724","1,2379"
20170106 060100,"1,23786","1,2382"
20170106 060200,"1,23778","1,23829"
20170106 060300,"1,23829","1,23829"
20170106 060400,"1,2382","1,2382"
20170106 060500,"1,23786","1,23786"
20170106 060600,"1,23771","1,2379"
20170106 060700,"1,23783","1,2379"
20170106 060800,"1,23781","1,23791"
20170106 060900,"1,2377","1,23774"
20170106 061000,"1,23766","1,2377"
20170106 061100,"1,23763","1,23772"
20170106 061200,"1,23758","1,23781"
20170106 061300,"1,23761","1,23771"
20170106 061400,"1,23769","1,23769"
20170106 061500,"1,23752","1,23752"
20170106 061600,"1,2375","1,2375"
20170106 061700,"1,23728","1,2373"
20170106 061800,"1,23721","1,23752"
20170106 061900,"1,23751","1,23751"
20170106 062000,"1,23696","1,23701"
20170106 062100,"1,2369","1,2369"
20170106 062200,"1,2368","1,2368"
20170106 062300,"1,2359","1,2363"
20170106 062400,"1,2362","1,23622"
20170106 062500,"1,23614","1,23632"
20170106 062600,"1,23612","1,23632"
20170106 062700,"1,23627","1,23661"
20170106 062800,"1,23629","1,23646"
20170106 062900,"1,23616","1,23671"
20170106 063000,"1,23658","1,23687"
20170106 063100,"1,2367","1,2368"
20170106 063200,"1,23653","1,23653"
20170106 063300,"1,23642","1,23651"
20170106 063400,"1,23659","1,2366"
20170106 063500,"1,2362","1,23621"
20170106 063600,"1,23611","1,23631"
20170106 063700,"1,23632","1,23663"
20170106 063800,"1,23655","1,23655"
20170106 063900,"1,23648","1,23651"
20170106 064000,"1,2365","1,2365"
20170106 064100,"1,23612","1,23621"
20170106 064200,"1,23615","1,23649"
20170106 064300,"1,23638","1,23652"
20170106 064400,"1,23652","1,23682"
20170106 064500,"1,2368","1,23681"
20170106 064600,"1,23672","1,23672"
20170106 064700,"1,2365","1,23652"
20170106 064800,"1,23651","1,23653"
20170106 064900,"1,23621","1,23623"
20170106 065000,"1,23621","1,23633"
20170106 065100,"1,2362","1,23641"
20170106 065200,"1,23633","1,23662"
20170106 065300,"1,23653","1,23673"
20170106 065400,"1,23661","1,23685"
20170106 065500,"1,23682","1,23696"
20170106 065600,"1,23674","1,23685"
20170106 065700,"1,23677","1,23677"
20170106 065800,"1,23652","1,23669"
20170106 065900,"1,23666","1,23674"
20170106 070000,"1,23665","1,23676"
20170106 070100,"1,23655","1,23655"
20170106 070200,"1,23602","1,23625"
20170106 070300,"1,23621","1,23624"
20170106 070400,"1,23612","1,2362"
20170106 070500,"1,236","1,23614"
20170106 070600,"1,23611","1,23645"
20170106 070700,"1,23644","1,23644"
20170106 070800,"1,23622","1,23634"
20170106 070900,"1,23614","1,23622"
20170106 071000,"1,23621","1,23646"
20170106 071100,"1,23639","1,23644"
20170106 071200,"1,23631","1,2364"
20170106 071300,"1,23634","1,23646"
20170106 071400,"1,2363","1,23643"
20170106 071500,"1,23642","1,23653"
20170106 071600,"1,23606","1,23623"
20170106 071700,"1,23621","1,23643"
20170106 071800,"1,2364","1,23652"
20170106 071900,"1,23651","1,23653"
20170106 072000,"1,23642","1,23653"
20170106 072100,"1,2365","1,23653"
20170106 072200,"1,23652","1,23664"
20170106 072300,"1,23661","1,23662"
20170106 072400,"1,23633","1,23637"
20170106 072500,"1,23599","1,236"
20170106 072600,"1,23582","1,23582"
20170106 072700,"1,2354","1,2354"
20170106 072800,"1,23539","1,23551"
20170106 072900,"1,23544","1,23546"
20170106 073000,"1,2351","1,23514"
20170106 073100,"1,2351","1,23511"
20170106 073200,"1,23492","1,23512"
20170106 073300,"1,2351","1,23533"
20170106 073400,"1,23518","1,23523"
20170106 073500,"1,235","1,23511"
20170106 073600,"1,23433","1,23464"
20170106 073700,"1,23453","1,23454"
20170106 073800,"1,23431","1,23441"
20170106 073900,"1,23424","1,23444"
20170106 074000,"1,23447","1,23461"
20170106 074100,"1,23429","1,23443"
20170106 074200,"1,23442","1,23473"
20170106 074300,"1,2347","1,23484"
20170106 074400,"1,23483","1,2351"
20170106 074500,"1,23481","1,23522"
20170106 074600,"1,2352","1,2355"
20170106 074700,"1,23535","1,23583"
20170106 074800,"1,23561","1,23569"
20170106 074900,"1,23569","1,23585"
20170106 075000,"1,23579","1,2358"
20170106 075100,"1,23572","1,23572"
20170106 075200,"1,23525","1,23534"
20170106 075300,"1,23533","1,23558"
20170106 075400,"1,23546","1,23558"
20170106 075500,"1,23547","1,23558"
20170106 075600,"1,23549","1,23565"
20170106 075700,"1,23565","1,2357"
20170106 075800,"1,23533","1,23533"
20170106 075900,"1,2352","1,23681"
20170106 080000,"1,23682","1,23698"
20170106 080100,"1,23588","1,23595"
20170106 080200,"1,23563","1,23571"
20170106 080300,"1,2355","1,23568"
20170106 080400,"1,2357","1,2357"
20170106 080500,"1,23568","1,23571"
20170106 080600,"1,23547","1,23591"
20170106 080700,"1,23569","1,23611"
20170106 080800,"1,23597","1,23638"
20170106 080900,"1,23629","1,23631"
20170106 081000,"1,2363","1,23662"
20170106 081100,"1,23651","1,23651"
20170106 081200,"1,23621","1,23621"
20170106 081300,"1,23586","1,23657"
20170106 081400,"1,23611","1,23632"
20170106 081500,"1,23623","1,23638"
20170106 081600,"1,2361","1,23627"
20170106 081700,"1,23621","1,23633"
20170106 081800,"1,23611","1,23633"
20170106 081900,"1,23632","1,23654"
20170106 082000,"1,2361","1,23623"
20170106 082100,"1,23573","1,23584"
20170106 082200,"1,23571","1,23571"
20170106 082300,"1,23554","1,23583"
20170106 082400,"1,23583","1,2363"
20170106 082500,"1,23625","1,23657"
20170106 082600,"1,23651","1,23653"
20170106 082700,"1,23625","1,23629"
20170106 082800,"1,23596","1,23598"
20170106 082900,"1,23567","1,2357"
20170106 083000,"1,23562","1,23874"
20170106 083100,"1,23448","1,23509"
20170106 083200,"1,23398","1,23418"
20170106 083300,"1,23404","1,235"
20170106 083400,"1,23486","1,23557"
20170106 083500,"1,23544","1,23598"
20170106 083600,"1,23545","1,23573"
20170106 083700,"1,23529","1,23648"
20170106 083800,"1,23615","1,23652"
20170106 083900,"1,23595","1,23638"
20170106 084000,"1,23595","1,23597"
20170106 084100,"1,23526","1,23614"
20170106 084200,"1,23562","1,23639"
20170106 084300,"1,23615","1,23641"
20170106 084400,"1,23525","1,2358"
20170106 084500,"1,23499","1,23526"
20170106 084600,"1,23507","1,23549"
20170106 084700,"1,23447","1,23465"
20170106 084800,"1,23424","1,23492"
20170106 084900,"1,23406","1,23406"
20170106 085000,"1,23333","1,23348"
20170106 085100,"1,233","1,23367"
20170106 085200,"1,23353","1,23391"
20170106 085300,"1,23368","1,23402"
20170106 085400,"1,23396","1,23398"
20170106 085500,"1,23398","1,23409"
20170106 085600,"1,23371","1,23428"
20170106 085700,"1,23373","1,23417"
20170106 085800,"1,23416","1,2342"
20170106 085900,"1,23355","1,23359"
20170106 090000,"1,23357","1,23369"
20170106 090100,"1,2332","1,23347"
20170106 090200,"1,23312","1,23368"
20170106 090300,"1,23353","1,23409"
20170106 090400,"1,23388","1,23419"
20170106 090500,"1,23388","1,23415"
20170106 090600,"1,23373","1,23423"
20170106 090700,"1,2342","1,23432"
20170106 090800,"1,23415","1,23447"
20170106 090900,"1,23424","1,2344"
20170106 091000,"1,23417","1,23461"
20170106 091100,"1,2346","1,2346"
20170106 091200,"1,23411","1,23439"
20170106 091300,"1,23388","1,23398"
20170106 091400,"1,23369","1,23405"
20170106 091500,"1,23388","1,23419"
20170106 091600,"1,23413","1,23421"
20170106 091700,"1,23357","1,23407"
20170106 091800,"1,23407","1,23429"
20170106 091900,"1,23426","1,23451"
20170106 092000,"1,23437","1,23442"
20170106 092100,"1,23388","1,2339"
20170106 092200,"1,2336","1,2336"
20170106 092300,"1,23297","1,23297"
20170106 092400,"1,23266","1,23283"
20170106 092500,"1,23267","1,23321"
20170106 092600,"1,23287","1,23304"
20170106 092700,"1,23283","1,23283"
20170106 092800,"1,23269","1,23293"
20170106 092900,"1,2325","1,2325"
20170106 093000,"1,23203","1,23279"
20170106 093100,"1,2326","1,2328"
20170106 093200,"1,23237","1,2327"
20170106 093300,"1,23276","1,23292"
20170106 093400,"1,23285","1,23298"
20170106 093500,"1,23277","1,23297"
20170106 093600,"1,2327","1,2328"
20170106 093700,"1,2328","1,23332"
20170106 093800,"1,23307","1,2331"
20170106 093900,"1,23301","1,23312"
20170106 094000,"1,23284","1,23331"
20170106 094100,"1,23325","1,23342"
20170106 094200,"1,23305","1,23311"
20170106 094300,"1,23296","1,23317"
20170106 094400,"1,23288","1,23329"
20170106 094500,"1,23323","1,23361"
20170106 094600,"1,23361","1,23389"
20170106 094700,"1,23353","1,23359"
20170106 094800,"1,23334","1,23362"
20170106 094900,"1,23304","1,23341"
20170106 095000,"1,23248","1,23259"
20170106 095100,"1,23238","1,23277"
20170106 095200,"1,23273","1,2329"
20170106 095300,"1,23288","1,23302"
20170106 095400,"1,23232","1,23248"
20170106 095500,"1,23249","1,23261"
20170106 095600,"1,23245","1,23297"
20170106 095700,"1,2329","1,23292"
20170106 095800,"1,23267","1,23267"
20170106 095900,"1,23258","1,2327"
20170106 100000,"1,23208","1,23223"
20170106 100100,"1,23211","1,23236"
20170106 100200,"1,23237","1,2329"
20170106 100300,"1,23255","1,23283"
20170106 100400,"1,23279","1,23279"
20170106 100500,"1,23178","1,23217"
20170106 100600,"1,23204","1,23209"
20170106 100700,"1,23168","1,23176"
20170106 100800,"1,23171","1,23184"
20170106 100900,"1,23182","1,23207"
20170106 101000,"1,23202","1,23216"
20170106 101100,"1,23201","1,23228"
20170106 101200,"1,2318","1,23198"
20170106 101300,"1,23189","1,2323"
20170106 101400,"1,23225","1,2326"
20170106 101500,"1,23232","1,23232"
20170106 101600,"1,23204","1,23209"
20170106 101700,"1,23161","1,23164"
20170106 101800,"1,23117","1,23143"
20170106 101900,"1,2314","1,23147"
20170106 102000,"1,23143","1,23154"
20170106 102100,"1,23061","1,231"
20170106 102200,"1,23058","1,2306"
20170106 102300,"1,23028","1,23089"
20170106 102400,"1,23086","1,2313"
20170106 102500,"1,23069","1,23089"
20170106 102600,"1,23048","1,23082"
20170106 102700,"1,23062","1,23092"
20170106 102800,"1,23077","1,23108"
20170106 102900,"1,23061","1,23072"
20170106 103000,"1,23069","1,23103"
20170106 103100,"1,23088","1,23122"
20170106 103200,"1,23114","1,23142"
20170106 103300,"1,23135","1,2317"
20170106 103400,"1,23138","1,2316"
20170106 103500,"1,23158","1,23171"
20170106 103600,"1,23145","1,23191"
20170106 103700,"1,23192","1,23245"
20170106 103800,"1,23203","1,23214"
20170106 103900,"1,23184","1,23243"
20170106 104000,"1,23213","1,23241"
20170106 104100,"1,23242","1,23258"
20170106 104200,"1,2322","1,23229"
20170106 104300,"1,23221","1,23222"
20170106 104400,"1,23191","1,23204"
20170106 104500,"1,23201","1,23211"
20170106 104600,"1,23205","1,23238"
20170106 104700,"1,23224","1,2323"
20170106 104800,"1,23211","1,23251"
20170106 104900,"1,23248","1,2328"
20170106 105000,"1,23257","1,23312"
20170106 105100,"1,23275","1,23275"
20170106 105200,"1,23257","1,2326"
20170106 105300,"1,23232","1,23232"
20170106 105400,"1,232","1,23202"
20170106 105500,"1,23132","1,2319"
20170106 105600,"1,23144","1,23165"
20170106 105700,"1,23135","1,23142"
20170106 105800,"1,23149","1,23198"
20170106 105900,"1,23178","1,23188"
20170106 110000,"1,23182","1,23219"
20170106 110100,"1,2322","1,23271"
20170106 110200,"1,23214","1,23229"
20170106 110300,"1,23225","1,23234"
20170106 110400,"1,23234","1,23244"
20170106 110500,"1,23205","1,23223"
20170106 110600,"1,23194","1,23213"
20170106 110700,"1,23205","1,2321"
20170106 110800,"1,23205","1,2325"
20170106 110900,"1,23243","1,23273"
20170106 111000,"1,23262","1,23262"
20170106 111100,"1,232","1,23209"
20170106 111200,"1,23194","1,23214"
20170106 111300,"1,23202","1,23211"
20170106 111400,"1,23195","1,23195"
20170106 111500,"1,23169","1,23169"
20170106 111600,"1,23145","1,23172"
20170106 111700,"1,23155","1,23174"
20170106 111800,"1,23167","1,23186"
20170106 111900,"1,23182","1,23194"
20170106 112000,"1,23152","1,23162"
20170106 112100,"1,2316","1,23163"
20170106 112200,"1,23159","1,23171"
20170106 112300,"1,23155","1,2318"
20170106 112400,"1,23169","1,23182"
20170106 112500,"1,23162","1,23173"
20170106 112600,"1,23162","1,23181"
20170106 112700,"1,23178","1,23178"
20170106 112800,"1,23161","1,23174"
20170106 112900,"1,23151","1,23159"
20170106 113000,"1,23146","1,23149"
20170106 113100,"1,23132","1,23133"
20170106 113200,"1,23118","1,23121"
20170106 113300,"1,23106","1,23106"
20170106 113400,"1,2311","1,23122"
20170106 113500,"1,23107","1,23113"
20170106 113600,"1,23112","1,23134"
20170106 113700,"1,23133","1,23142"
20170106 113800,"1,23113","1,23156"
20170106 113900,"1,23145","1,23146"
20170106 114000,"1,2314","1,23152"
20170106 114100,"1,23101","1,23122"
20170106 114200,"1,23099","1,23112"
20170106 114300,"1,23097","1,23127"
20170106 114400,"1,23121","1,23134"
20170106 114500,"1,23126","1,23137"
20170106 114600,"1,23124","1,23134"
20170106 114700,"1,23098","1,23104"
20170106 114800,"1,23097","1,23104"
20170106 114900,"1,23103","1,23104"
20170106 115000,"1,23058","1,23062"
20170106 115100,"1,23039","1,23047"
20170106 115200,"1,23039","1,23044"
20170106 115300,"1,23036","1,23052"
20170106 115400,"1,23053","1,23073"
20170106 115500,"1,23064","1,23071"
20170106 115600,"1,23056","1,23072"
20170106 115700,"1,2307","1,23094"
20170106 115800,"1,23102","1,23103"
20170106 115900,"1,23102","1,23131"
20170106 120000,"1,23129","1,23135"
20170106 120100,"1,23133","1,23155"
20170106 120200,"1,2315","1,2315"
20170106 120300,"1,23114","1,23115"
20170106 120400,"1,23115","1,23135"
20170106 120500,"1,23129","1,23129"
20170106 120600,"1,23114","1,23134"
20170106 120700,"1,2312","1,2312"
20170106 120800,"1,23084","1,23106"
20170106 120900,"1,23093","1,23113"
20170106 121000,"1,23104","1,23113"
20170106 121100,"1,23109","1,23124"
20170106 121200,"1,23108","1,23126"
20170106 121300,"1,23101","1,23108"
20170106 121400,"1,23105","1,23146"
20170106 121500,"1,23136","1,23136"
20170106 121600,"1,23098","1,23102"
20170106 121700,"1,23052","1,23091"
20170106 121800,"1,23031","1,23038"
20170106 121900,"1,23002","1,23003"
20170106 122000,"1,22919","1,22945"
20170106 122100,"1,22902","1,22922"
20170106 122200,"1,22883","1,22935"
20170106 122300,"1,22923","1,22932"
20170106 122400,"1,22875","1,22884"
20170106 122500,"1,22882","1,22902"
20170106 122600,"1,22892","1,22894"
20170106 122700,"1,22881","1,22883"
20170106 122800,"1,22873","1,22896"
20170106 122900,"1,22885","1,22894"
20170106 123000,"1,22881","1,22884"
20170106 123100,"1,22878","1,22901"
20170106 123200,"1,22894","1,22902"
20170106 123300,"1,22905","1,22905"
20170106 123400,"1,22904","1,22904"
20170106 123500,"1,22878","1,22879"
20170106 123600,"1,2285","1,22872"
20170106 123700,"1,2287","1,22872"
20170106 123800,"1,22858","1,22862"
20170106 123900,"1,22861","1,22865"
20170106 124000,"1,22875","1,22888"
20170106 124100,"1,22888","1,22903"
20170106 124200,"1,22902","1,22909"
20170106 124300,"1,22903","1,22905"
20170106 124400,"1,22894","1,22896"
20170106 124500,"1,22893","1,22914"
20170106 124600,"1,22913","1,2292"
20170106 124700,"1,22912","1,22934"
20170106 124800,"1,22922","1,22936"
20170106 124900,"1,22928","1,22943"
20170106 125000,"1,22934","1,22943"
20170106 125100,"1,22944","1,22968"
20170106 125200,"1,22963","1,2298"
20170106 125300,"1,2297","1,22972"
20170106 125400,"1,22952","1,22963"
20170106 125500,"1,22969","1,23003"
20170106 125600,"1,23001","1,23007"
20170106 125700,"1,23002","1,23008"
20170106 125800,"1,22996","1,23007"
20170106 125900,"1,23004","1,23014"
20170106 130000,"1,23003","1,23003"
20170106 130100,"1,22976","1,22983"
20170106 130200,"1,22971","1,22971"
20170106 130300,"1,22953","1,22981"
20170106 130400,"1,2298","1,23007"
20170106 130500,"1,22992","1,22994"
20170106 130600,"1,22993","1,22993"
20170106 130700,"1,22983","1,22984"
20170106 130800,"1,22977","1,22982"
20170106 130900,"1,22972","1,22973"
20170106 131000,"1,2296","1,2296"
20170106 131100,"1,2295","1,22975"
20170106 131200,"1,22942","1,22951"
20170106 131300,"1,22937","1,22937"
20170106 131400,"1,2293","1,22935"
20170106 131500,"1,22932","1,22952"
20170106 131600,"1,2295","1,22953"
20170106 131700,"1,22953","1,22954"
20170106 131800,"1,22947","1,22955"
20170106 131900,"1,22955","1,22957"
20170106 132000,"1,22942","1,22944"
20170106 132100,"1,22943","1,22943"
20170106 132200,"1,22903","1,22903"
20170106 132300,"1,22897","1,22897"
20170106 132400,"1,22869","1,2287"
20170106 132500,"1,22862","1,22862"
20170106 132600,"1,22859","1,22859"
20170106 132700,"1,22822","1,22824"
20170106 132800,"1,22801","1,22811"
20170106 132900,"1,22804","1,22805"
20170106 133000,"1,22805","1,22812"
20170106 133100,"1,22812","1,22813"
20170106 133200,"1,22811","1,22834"
20170106 133300,"1,22832","1,22832"
20170106 133400,"1,22788","1,22816"
20170106 133500,"1,22798","1,22803"
20170106 133600,"1,228","1,22803"
20170106 133700,"1,22803","1,22803"
20170106 133800,"1,22795","1,22795"
20170106 133900,"1,22791","1,22793"
20170106 134000,"1,2279","1,22816"
20170106 134100,"1,22813","1,2283"
20170106 134200,"1,22826","1,2283"
20170106 134300,"1,22826","1,22834"
20170106 134400,"1,22823","1,22823"
20170106 134500,"1,22811","1,22814"
20170106 134600,"1,22784","1,22793"
20170106 134700,"1,22783","1,22784"
20170106 134800,"1,22784","1,22784"
20170106 134900,"1,22772","1,22773"
20170106 135000,"1,22754","1,22763"
20170106 135100,"1,22743","1,22745"
20170106 135200,"1,22734","1,22749"
20170106 135300,"1,22733","1,22745"
20170106 135400,"1,22717","1,22717"
20170106 135500,"1,22673","1,22673"
20170106 135600,"1,2261","1,22624"
20170106 135700,"1,22616","1,22635"
20170106 135800,"1,22623","1,22645"
20170106 135900,"1,22636","1,22637"
20170106 140000,"1,22635","1,22666"
20170106 140100,"1,22659","1,22668"
20170106 140200,"1,22671","1,22695"
20170106 140300,"1,22695","1,22709"
20170106 140400,"1,227","1,22705"
20170106 140500,"1,22695","1,22696"
20170106 140600,"1,22697","1,22697"
20170106 140700,"1,22679","1,22681"
20170106 140800,"1,22675","1,22695"
20170106 140900,"1,22691","1,22691"
20170106 141000,"1,22655","1,2268"
20170106 141100,"1,2267","1,2267"
20170106 141200,"1,22671","1,22679"
20170106 141300,"1,22678","1,22694"
